Field Name,Field Alias,Domain Name,Domain Description,Domain Type,Option Name,Option Code,Min Value,Max Value
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,04005 - Ft Huachuca Site 1,04005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0017 - Beale Yuba Highlands Ii,baey0017,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0018 - Beale AFB Marysville Ranch,baey0018,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0019 - Beale AFB Hidden Springs Ii,baey0019,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0016 - Beale Yuba Highlands I,baey0016,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,fakz0003 - Montgomery Aviation Ang,fakz0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,jlqn0002 - General Wayne A Downing Drop Zone,jlqn0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ftfa0008 - Eglin Air Force Base Site 8 Venice D6,ftfa0008,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,zhtv0005 - Wright Patterson Site 5,zhtv0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xqpz0007 - Usafa Ingrants West,xqpz0007,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xqpz0006 - Usafa Ingrants East,xqpz0006,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,wusx0002 - The Farish Memorial Recreation Annex Ingrant,wusx0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xqpz0004 - Us Air Force Academy Railroad,xqpz0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xqpz0008 - Usafa Ingrants South,xqpz0008,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xqpz0005 - Usafa D38 Lewis Palmer High School,xqpz0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,twlr0003 - Quonset Gateway Office Lease,twlr0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,jtve0009 - JTVE North Range Tower 5,jtve0009,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,vdyd0005 - Scott AFB Gsa Ustc Ol 1,vdyd0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,vdyd0006 - Scott AFB Gsa Ustc Ol 2,vdyd0006,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,acnk0001 - Csl Agadez_acnk0001,acnk0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,cadj0001 - Csl Chabelley,cadj0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,mpls0015 - TechIi Bldg 999913,mpls0015,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,aggn0005 - Altus Municipal Authority,aggn0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,pnqs0003 - Lake Martin Recreational Area,pnqs0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,muhj0002 - Jble 300 Exploration Way,muhj0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,muhj0003 - Us Coast Guard Chincoteague,muhj0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,vlsb0002 - The Retreat At Sumter,vlsb0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,kjaq0010 - North Bend Remote Tower Site,kjaq0010,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,fakz0005 - Miltope Ang,fakz0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,fakz0004 - Craig Field Ang,fakz0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0020 - Wales Sensor Site,baey0020,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xlwu0007 - Bagotville Airport Canada,xlwu0007,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xlwu0008 - Cold Lake Airport Canada,xlwu0008,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xlwu0009 - Comox Airport Canada,xlwu0009,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xlwu0010 - Goose Bay Airport Canada,xlwu0010,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xlwu0011 - Greenwood Airport Canada,xlwu0011,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xlwu0012 - Inuvik Airport Canada,xlwu0012,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xlwu0013 - Iqaluit Airport Canada,xlwu0013,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xlwu0014 - North Bay Airport Canada,xlwu0014,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xlwu0015 - Trenton Airport Canada,xlwu0015,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xlwu0016 - Winnipeg Airport Canada,xlwu0016,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xlwu0017 - Yellowknife Airport Canada,xlwu0017,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ashe0008 - Kecskemet Air Base,ashe0008,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ashe0009 - Burgas Bulgaria,ashe0009,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ashe0010 - Papa Air Base,ashe0010,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ashe0011 - Bezmer Air Base,ashe0011,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,zhtv0006 - Wright Patterson Site 6,zhtv0006,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,krsm0004 - Hafb Raven Brook HavenI,krsm0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,jtve0010 - JTVE North Range Tower 1,jtve0010,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,jtve0011 - JTVE North Range Tower 8,jtve0011,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,glen0015 - 25 Space Range,glen0015,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,glen0016 - 17 Test Squadron,glen0016,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,glen0017 - Af Tencap Gsa Lease,glen0017,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,fxsb0003 - Elmendorf AFB Site 3,fxsb0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xhea0002 - Morris Msa Site,xhea0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xlwu0018 - Bluffs Repi Easement,xlwu0018,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,pneg0002 - Maui Space Surveillance Site 2,pneg0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,vlsb0003 - Marka Jordan Tdy Leased Housing,vlsb0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,zhtv0008 - Wright Patterson Site 8,zhtv0008,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,yaqf0003 - Volk Acts Tower Site Rwm,yaqf0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,vyhk0010 - Karup Air Base,vyhk0010,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,aggn0007 - Robert Mills Living Trust,aggn0007,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,zhtv0007 - WrightPattersonSite7,zhtv0007,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,aggn0008 - Lorin Janice Winters,aggn0008,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,vyhk0005 - Amari,vyhk0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ashe0012 - Larissa Greece,ashe0012,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,pkvv0002 - Masirah Island,pkvv0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,aggn0006 - Paul Mock Trust,aggn0006,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,vnvp0004 - Sheppard AFB Westlake Texas,vnvp0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,jtve0012 - JTVE Mill Road,jtve0012,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,aggn0009 - Oklahoma Hwy 62 Crossing,aggn0009,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,gjkz0002 - Fairchild AFB Pfas Monitoring,gjkz0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,fxsb0005 - Elmendorf Site 5,fxsb0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,jcgu0007 - Goodfellow AFB City Of San Angelo,jcgu0007,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,jcgu0008 - Goodfellow AFB Mary Perez,jcgu0008,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,jcgu0009 - Goodfellow AFB Sis Bishop,jcgu0009,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,jcgu0010 - Goodfellow AFB Tom Green County,jcgu0010,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,aggn0010 - Doi Ozark Canal,aggn0010,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,vyhk0007 - Siauliai Air Base,vyhk0007,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,AA,aa,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,AE,ae,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,AK,ak,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,AL,al,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,AP,ap,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,AR,ar,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,AS,as,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,AZ,az,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,CA,ca,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,CO,co,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,CT,ct,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,DC,dc,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,DE,de,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,ES,es,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,FL,fl,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,FM,fm,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,GA,ga,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,GU,gu,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,HI,hi,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,IA,ia,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,ID,id,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,IL,il,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,IN,in,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,KS,ks,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,KY,ky,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,LA,la,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,MA,ma,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,MD,md,,
stateName,State or Territory Name,StateOrTerritory,The abbreviation of all of the states and territories.,CodedValue,ME,me,,
