Area Size UOM (areaSizeUom),Building Condition (buildingCondition),Building Condition Index (buildingConditionIndex),Building Custodial Type (buildingCustodialType),Building Op Status (buildingOpStatus),Country (country),Data Collection (dataCollection),Elevation Unit of Measure (elevationUom),Facility Condition Code (facilityConditionCode),Facility Gross Sq Ft UOM (facilityGrossSqFtUom),Flex Field Boolean (flexFieldYn),Has Giant Voice (hasGiantVoice),has Mass Notification Device (hasMassNotificationDevice),Height Max Uom (heightMaxUom),Installation Identifier (installationId),Installation Name (installationName),Is Heritage Asset (isHeritageAsset),Is Real Property (isRealProperty),Major Command (majorCommand),Mission Dependency Index (missionDependencyIndex),Owner (owner),Perimeter Size UOM (perimeterSizeUom),Road Post Directional (roadPostDirectional),Road Prefix Directional (roadPrefixDirectional),Real Property Interest (rpInterest),RPA Construction Type (rpaConstructionType),Real Property Asset Type (rpaType),Real Property Site Unique Identifier (rpsuid),Site ID (siteId),State or Territory Name (stateName),Vertical Datum Type (verticalDatumType),Visitor Map Name (visitorMapName)
,,,,,,,,,,,,,,,,,,,,,,,,,,,2589 - Malmstrom AF Missile Site F7 Site 1 (2589),"nzfh0001 - Malmstrom AF Missile Site H10, Site #1 (nzfh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2590 - Malmstrom AF Missile Site F8 Site 1 (2590),"nzfj0001 - Malmstrom AF Missile Site H11, Site #1 (nzfj0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2591 - Malmstrom AF Missile Site F9 Site 1 (2591),"nzfk0001 - Malmstrom AF Missile Site I1, Site #1 (nzfk0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2592 - Malmstrom AF Missile Site F10 Site 1 (2592),"nzfl0001 - Malmstrom AF Missile Site I2, Site #1 (nzfl0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2593 - Malmstrom AF Missile Site F11 Site 1 (2593),"nzfm0001 - Malmstrom AF Missile Site I3, Site #1 (nzfm0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2594 - Malmstrom AF Missile Site G1 Site 1 (2594),"nzfn0001 - Malmstrom AF Missile Site I4, Site #1 (nzfn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2595 - Malmstrom AF Missile Site G2 Site 1 (2595),"nzfp0001 - Malmstrom AF Missile Site I5, Site #1 (nzfp0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2596 - Malmstrom AF Missile Site G3 Site 1 (2596),"nzfq0001 - Malmstrom AF Missile Site I6, Site #1 (nzfq0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2597 - Malmstrom AF Missile Site G4 Site 1 (2597),"nzfr0001 - Malmstrom AF Missile Site I7, Site #1 (nzfr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2598 - Malmstrom AF Missile Site G5 Site 1 (2598),"nzfs0001 - Malmstrom AF Missile Site I8, Site #1 (nzfs0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2599 - Malmstrom AF Missile Site G6 Site 1 (2599),"nzft0001 - Malmstrom AF Missile Site I9, Site #1 (nzft0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2600 - Malmstrom AF Missile Site G7 Site 1 (2600),"nzfu0001 - Malmstrom AF Missile Site I10, Site #1 (nzfu0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2601 - Malmstrom AF Missile Site G8 Site 1 (2601),"nzfv0001 - Malmstrom AF Missile Site I11, Site #1 (nzfv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2602 - Malmstrom AF Missile Site G9 Site 1 (2602),"nzfw0001 - Malmstrom AF Missile Site J1, Site #1 (nzfw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2603 - Malmstrom AF Missile Site G10 Site 1 (2603),"nzfx0001 - Malmstrom AF Missile Site J2, Site #1 (nzfx0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2604 - Malmstrom AF Missile Site G11 Site 1 (2604),"nzfy0001 - Malmstrom AF Missile Site J3, Site #1 (nzfy0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2605 - Malmstrom AF Missile Site H1 Site 1 (2605),"nzfz0001 - Malmstrom AF Missile Site J4, Site #1 (nzfz0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2606 - Malmstrom AF Missile Site H2 Site 1 (2606),"nzga0001 - Malmstrom AF Missile Site J5, Site #1 (nzga0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2607 - Malmstrom AF Missile Site H3 Site 1 (2607),"nzgb0001 - Malmstrom AF Missile Site J6, Site #1 (nzgb0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2608 - Malmstrom AF Missile Site H4 Site 1 (2608),"nzgc0001 - Malmstrom AF Missile Site J7, Site #1 (nzgc0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2609 - Malmstrom AF Missile Site H5 Site 1 (2609),"nzgd0001 - Malmstrom AF Missile Site J8, Site #1 (nzgd0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2610 - Malmstrom AF Missile Site H6 Site 1 (2610),"nzge0001 - Malmstrom AF Missile Site J9, Site #1 (nzge0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2611 - Malmstrom AF Missile Site H7 Site 1 (2611),"nzgf0001 - Malmstrom AF Missile Site J10, Site #1 (nzgf0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2612 - Malmstrom AF Missile Site H8 Site 1 (2612),"nzgg0001 - Malmstrom AF Missile Site J11, Site #1 (nzgg0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2613 - Malmstrom AF Missile Site H9 Site 1 (2613),"nzgh0001 - Malmstrom AF Missile Site K1, Site #1 (nzgh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2614 - Malmstrom AF Missile Site H10 Site 1 (2614),"nzgj0001 - Malmstrom AF Missile Site K2, Site #1 (nzgj0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2615 - Malmstrom AF Missile Site H11 Site 1 (2615),"nzgk0001 - Malmstrom AF Missile Site K3, Site #1 (nzgk0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2616 - Malmstrom AF Missile Site I1 Site 1 (2616),"nzgl0001 - Malmstrom AF Missile Site K4, Site #1 (nzgl0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2617 - Malmstrom AF Missile Site I2 Site 1 (2617),"nzgm0001 - Malmstrom AF Missile Site K5, Site #1 (nzgm0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2618 - Malmstrom AF Missile Site I3 Site 1 (2618),"nzgn0001 - Malmstrom AF Missile Site K6, Site #1 (nzgn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2619 - Malmstrom AF Missile Site I4 Site 1 (2619),"nzgp0001 - Malmstrom AF Missile Site K7, Site #1 (nzgp0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2620 - Malmstrom AF Missile Site I5 Site 1 (2620),"nzgq0001 - Malmstrom AF Missile Site K8, Site #1 (nzgq0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2621 - Malmstrom AF Missile Site I6 Site 1 (2621),"nzgr0001 - Malmstrom AF Missile Site K9, Site #1 (nzgr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2622 - Malmstrom AF Missile Site I7 Site 1 (2622),"nzgs0001 - Malmstrom AF Missile Site K10, Site #1 (nzgs0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2623 - Malmstrom AF Missile Site I8 Site 1 (2623),"nzgt0001 - Malmstrom AF Missile Site K11, Site #1 (nzgt0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2624 - Malmstrom AF Missile Site I9 Site 1 (2624),"nzgu0001 - Malmstrom AF Missile Site L1, Site #1 (nzgu0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2625 - Malmstrom AF Missile Site I10 Site 1 (2625),"nzgv0001 - Malmstrom AF Missile Site L2, Site #1 (nzgv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2626 - Malmstrom AF Missile Site I11 Site 1 (2626),"nzgw0001 - Malmstrom AF Missile Site L3, Site #1 (nzgw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2627 - Malmstrom AF Missile Site J1 Site 1 (2627),"nzgx0001 - Malmstrom AF Missile Site L4, Site #1 (nzgx0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2628 - Malmstrom AF Missile Site J2 Site 1 (2628),"nzgy0001 - Malmstrom AF Missile Site L5, Site #1 (nzgy0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2629 - Malmstrom AF Missile Site J3 Site 1 (2629),"nzgz0001 - Malmstrom AF Missile Site L6, Site #1 (nzgz0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2630 - Malmstrom AF Missile Site J4 Site 1 (2630),"nzha0001 - Malmstrom AF Missile Site L7, Site #1 (nzha0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2631 - Malmstrom AF Missile Site J5 Site 1 (2631),"nzhb0001 - Malmstrom AF Missile Site L8, Site #1 (nzhb0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2632 - Malmstrom AF Missile Site J6 Site 1 (2632),"nzhc0001 - Malmstrom AF Missile Site L9, Site #1 (nzhc0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2633 - Malmstrom AF Missile Site J7 Site 1 (2633),"nzhd0001 - Malmstrom AF Missile Site L10, Site #1 (nzhd0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2634 - Malmstrom AF Missile Site J8 Site 1 (2634),"nzhe0001 - Malmstrom AF Missile Site L11, Site #1 (nzhe0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2635 - Malmstrom AF Missile Site J9 Site 1 (2635),"nzhf0001 - Malmstrom AF Missile Site M1, Site #1 (nzhf0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2636 - Malmstrom AF Missile Site J10 Site 1 (2636),"nzhg0001 - Malmstrom AF Missile Site M2, Site #1 (nzhg0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2637 - Malmstrom AF Missile Site J11 Site 1 (2637),"nzhh0001 - Malmstrom AF Missile Site M3, Site #1 (nzhh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2638 - Malmstrom AF Missile Site K1 Site 1 (2638),"nzhj0001 - Malmstrom AF Missile Site M4, Site #1 (nzhj0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2639 - Malmstrom AF Missile Site K2 Site 1 (2639),"nzhk0001 - Malmstrom AF Missile Site M5, Site #1 (nzhk0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2640 - Malmstrom AF Missile Site K3 Site 1 (2640),"nzhl0001 - Malmstrom AF Missile Site M6, Site #1 (nzhl0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2641 - Malmstrom AF Missile Site K4 Site 1 (2641),"nzhm0001 - Malmstrom AF Missile Site M7, Site #1 (nzhm0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2642 - Malmstrom AF Missile Site K5 Site 1 (2642),"nzhn0001 - Malmstrom AF Missile Site M8, Site #1 (nzhn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2643 - Malmstrom AF Missile Site K6 Site 1 (2643),"nzhp0001 - Malmstrom AF Missile Site M9, Site #1 (nzhp0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2644 - Malmstrom AF Missile Site K7 Site 1 (2644),"nzhq0001 - Malmstrom AF Missile Site M10, Site #1 (nzhq0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2645 - Malmstrom AF Missile Site K8 Site 1 (2645),"nzhr0001 - Malmstrom AF Missile Site M11, Site #1 (nzhr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2646 - Malmstrom AF Missile Site K9 Site 1 (2646),"nzhs0001 - Malmstrom AF Missile Site N1, Site #1 (nzhs0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2647 - Malmstrom AF Missile Site K10 Site 1 (2647),"nzht0001 - Malmstrom AF Missile Site N2, Site #1 (nzht0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2648 - Malmstrom AF Missile Site K11 Site 1 (2648),"nzhu0001 - Malmstrom AF Missile Site N3, Site #1 (nzhu0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2649 - Malmstrom AF Missile Site L1 Site 1 (2649),"nzhv0001 - Malmstrom AF Missile Site N4, Site #1 (nzhv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2650 - Malmstrom AF Missile Site L2 Site 1 (2650),"nzhw0001 - Malmstrom AF Missile Site N5, Site #1 (nzhw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2651 - Malmstrom AF Missile Site L3 Site 1 (2651),"nzhx0001 - Malmstrom AF Missile Site N6, Site #1 (nzhx0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2652 - Malmstrom AF Missile Site L4 Site 1 (2652),"nzhy0001 - Malmstrom AF Missile Site N7, Site #1 (nzhy0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2653 - Malmstrom AF Missile Site L5 Site 1 (2653),"nzhz0001 - Malmstrom AF Missile Site N8, Site #1 (nzhz0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2654 - Malmstrom AF Missile Site L6 Site 1 (2654),"nzja0001 - Malmstrom AF Missile Site N9, Site #1 (nzja0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2655 - Malmstrom AF Missile Site L7 Site 1 (2655),"nzjb0001 - Malmstrom AF Missile Site N10, Site #1 (nzjb0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2656 - Malmstrom AF Missile Site L8 Site 1 (2656),"nzjc0001 - Malmstrom AF Missile Site N11, Site #1 (nzjc0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2657 - Malmstrom AF Missile Site L9 Site 1 (2657),"nzjd0001 - Malmstrom AF Missile Site O1, Site #1 (nzjd0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2658 - Malmstrom AF Missile Site L10 Site 1 (2658),"nzje0001 - Malmstrom AF Missile Site O2, Site #1 (nzje0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2659 - Malmstrom AF Missile Site L11 Site 1 (2659),"nzjf0001 - Malmstrom AF Missile Site O3, Site #1 (nzjf0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2660 - Malmstrom AF Missile Site M1 Site 1 (2660),"nzjg0001 - Malmstrom AF Missile Site O4, Site #1 (nzjg0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2661 - Malmstrom AF Missile Site M2 Site 1 (2661),"nzjh0001 - Malmstrom AF Missile Site O5, Site #1 (nzjh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2662 - Malmstrom AF Missile Site M3 Site 1 (2662),"nzjj0001 - Malmstrom AF Missile Site O6, Site #1 (nzjj0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2663 - Malmstrom AF Missile Site M4 Site 1 (2663),"nzjk0001 - Malmstrom AF Missile Site O7, Site #1 (nzjk0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2664 - Malmstrom AF Missile Site M5 Site 1 (2664),"nzjl0001 - Malmstrom AF Missile Site O8, Site #1 (nzjl0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2665 - Malmstrom AF Missile Site M6 Site 1 (2665),"nzjm0001 - Malmstrom AF Missile Site O9, Site #1 (nzjm0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2666 - Malmstrom AF Missile Site M7 Site 1 (2666),"nzjn0001 - Malmstrom AF Missile Site O10, Site #1 (nzjn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2667 - Malmstrom AF Missile Site M8 Site 1 (2667),"nzjp0001 - Malmstrom AF Missile Site O11, Site #1 (nzjp0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2668 - Malmstrom AF Missile Site M9 Site 1 (2668),"nzjq0001 - Malmstrom AF Missile Site P0, Site #1 (nzjq0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2669 - Malmstrom AF Missile Site M10 Site 1 (2669),"nzjr0001 - Malmstrom AF Missile Site P1, Site #1 (nzjr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2670 - Malmstrom AF Missile Site M11 Site 1 (2670),"nzjs0001 - Malmstrom AF Missile Site P2, Site #1 (nzjs0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2671 - Malmstrom AF Missile Site N1 Site 1 (2671),"nzjt0001 - Malmstrom AF Missile Site P3, Site #1 (nzjt0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2672 - Malmstrom AF Missile Site N2 Site 1 (2672),"nzju0001 - Malmstrom AF Missile Site P4, Site #1 (nzju0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2673 - Malmstrom AF Missile Site N3 Site 1 (2673),"nzjv0001 - Malmstrom AF Missile Site P5, Site #1 (nzjv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2674 - Malmstrom AF Missile Site N4 Site 1 (2674),"nzjw0001 - Malmstrom AF Missile Site P6, Site #1 (nzjw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2675 - Malmstrom AF Missile Site N5 Site 1 (2675),"nzjx0001 - Malmstrom AF Missile Site P7, Site #1 (nzjx0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2676 - Malmstrom AF Missile Site N6 Site 1 (2676),"nzjy0001 - Malmstrom AF Missile Site P8, Site #1 (nzjy0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2677 - Malmstrom AF Missile Site N7 Site 1 (2677),"nzjz0001 - Malmstrom AF Missile Site P9, Site #1 (nzjz0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2678 - Malmstrom AF Missile Site N8 Site 1 (2678),"nzka0001 - Malmstrom AF Missile Site P10, Site #1 (nzka0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2679 - Malmstrom AF Missile Site N9 Site 1 (2679),"nzkb0001 - Malmstrom AF Missile Site Q0, Site #1 (nzkb0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2680 - Malmstrom AF Missile Site N10 Site 1 (2680),"nzkc0001 - Malmstrom AF Missile Site Q11, Site #1 (nzkc0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2681 - Malmstrom AF Missile Site N11 Site 1 (2681),"nzkd0001 - Malmstrom AF Missile Site Q12, Site #1 (nzkd0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2682 - Malmstrom AF Missile Site O1 Site 1 (2682),"nzke0001 - Malmstrom AF Missile Site Q13, Site #1 (nzke0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2683 - Malmstrom AF Missile Site O2 Site 1 (2683),"nzkf0001 - Malmstrom AF Missile Site Q14, Site #1 (nzkf0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2684 - Malmstrom AF Missile Site O3 Site 1 (2684),"nzkg0001 - Malmstrom AF Missile Site Q15, Site #1 (nzkg0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2685 - Malmstrom AF Missile Site O4 Site 1 (2685),"nzkh0001 - Malmstrom AF Missile Site Q16, Site #1 (nzkh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2686 - Malmstrom AF Missile Site O5 Site 1 (2686),"nzkj0001 - Malmstrom AF Missile Site Q17, Site #1 (nzkj0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2687 - Malmstrom AF Missile Site O6 Site 1 (2687),"nzkk0001 - Malmstrom AF Missile Site Q18, Site #1 (nzkk0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2688 - Malmstrom AF Missile Site O7 Site 1 (2688),"nzkl0001 - Malmstrom AF Missile Site Q19, Site #1 (nzkl0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2689 - Malmstrom AF Missile Site O8 Site 1 (2689),"nzkm0001 - Malmstrom AF Missile Site Q20, Site #1 (nzkm0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2690 - Malmstrom AF Missile Site O9 Site 1 (2690),"nzkn0001 - Malmstrom AF Missile Site R0, Site #1 (nzkn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2691 - Malmstrom AF Missile Site O10 Site 1 (2691),"nzkp0001 - Malmstrom AF Missile Site R21, Site #1 (nzkp0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2692 - Malmstrom AF Missile Site O11 Site 1 (2692),"nzkq0001 - Malmstrom AF Missile Site R22, Site #1 (nzkq0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2693 - Malmstrom AF Missile Site P0 Site 1 (2693),"nzkr0001 - Malmstrom AF Missile Site R23, Site #1 (nzkr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2694 - Malmstrom AF Missile Site P1 Site 1 (2694),"nzks0001 - Malmstrom AF Missile Site R24, Site #1 (nzks0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2695 - Malmstrom AF Missile Site P2 Site 1 (2695),"nzkt0001 - Malmstrom AF Missile Site R25, Site #1 (nzkt0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2696 - Malmstrom AF Missile Site P3 Site 1 (2696),"nzku0001 - Malmstrom AF Missile Site R26, Site #1 (nzku0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2697 - Malmstrom AF Missile Site P4 Site 1 (2697),"nzkv0001 - Malmstrom AF Missile Site R27, Site #1 (nzkv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2698 - Malmstrom AF Missile Site P5 Site 1 (2698),"nzkw0001 - Malmstrom AF Missile Site R28, Site #1 (nzkw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2699 - Malmstrom AF Missile Site P6 Site 1 (2699),"nzkx0001 - Malmstrom AF Missile Site R29, Site #1 (nzkx0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2700 - Malmstrom AF Missile Site P7 Site 1 (2700),"nzky0001 - Malmstrom AF Missile Site R30, Site #1 (nzky0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2701 - Malmstrom AF Missile Site P8 Site 1 (2701),"nzkz0001 - Malmstrom AF Missile Site, S0, Site #1 (nzkz0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2702 - Malmstrom AF Missile Site P9 Site 1 (2702),"nzla0001 - Malmstrom AF Missile Site, S31, Site #1 (nzla0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2703 - Malmstrom AF Missile Site P10 Site 1 (2703),"nzlb0001 - Malmstrom AF Missile Site, S32, Site #1 (nzlb0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2704 - Malmstrom AF Missile Site Q0 Site 1 (2704),"nzlc0001 - Malmstrom AF Missile Site, S33, Site #1 (nzlc0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2705 - Malmstrom AF Missile Site Q11 Site 1 (2705),"nzld0001 - Malmstrom AF Missile Site, S34, Site #1 (nzld0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2706 - Malmstrom AF Missile Site Q12 Site 1 (2706),"nzle0001 - Malmstrom AF Missile Site, S35, Site #1 (nzle0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2707 - Malmstrom AF Missile Site Q13 Site 1 (2707),"nzlf0001 - Malmstrom AF Missile Site, S36, Site #1 (nzlf0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2708 - Malmstrom AF Missile Site Q14 Site 1 (2708),"nzlg0001 - Malmstrom AF Missile Site, S37, Site #1 (nzlg0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2709 - Malmstrom AF Missile Site Q15 Site 1 (2709),"nzlh0001 - Malmstrom AF Missile Site, S38, Site #1 (nzlh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2710 - Malmstrom AF Missile Site Q16 Site 1 (2710),"nzlj0001 - Malmstrom AF Missile Site, S39, Site #1 (nzlj0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2711 - Malmstrom AF Missile Site Q17 Site 1 (2711),"nzlk0001 - Malmstrom AF Missile Site, S40, Site #1 (nzlk0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2712 - Malmstrom AF Missile Site Q18 Site 1 (2712),"nzll0001 - Malmstrom AF Missile Site T0, Site #1 (nzll0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2713 - Malmstrom AF Missile Site Q19 Site 1 (2713),"nzlm0001 - Malmstrom AF Missile Site T41, Site #1 (nzlm0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2714 - Malmstrom AF Missile Site Q20 Site 1 (2714),"nzln0001 - Malmstrom AF Missile Site T42, Site #1 (nzln0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2715 - Malmstrom AF Missile Site R0 Site 1 (2715),"nzlp0001 - Malmstrom AF Missile Site T43, Site #1 (nzlp0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2716 - Malmstrom AF Missile Site R21 Site 1 (2716),"nzlq0001 - Malmstrom AF Missile Site T44, Site #1 (nzlq0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2717 - Malmstrom AF Missile Site R22 Site 1 (2717),"nzlr0001 - Malmstrom AF Missile Site T45, Site #1 (nzlr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2718 - Malmstrom AF Missile Site R23 Site 1 (2718),"nzls0001 - Malmstrom AF Missile Site T46, Site #1 (nzls0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2719 - Malmstrom AF Missile Site R24 Site 1 (2719),"nzlt0001 - Malmstrom AF Missile Site T47, Site #1 (nzlt0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2720 - Malmstrom AF Missile Site R25 Site 1 (2720),"nzlu0001 - Malmstrom AF Missile Site T48, Site #1 (nzlu0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2721 - Malmstrom AF Missile Site R26 Site 1 (2721),"nzlv0001 - Malmstrom AF Missile Site T49, Site #1 (nzlv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2722 - Malmstrom AF Missile Site R27 Site 1 (2722),"nzlw0001 - Malmstrom AF Missile Site T50, Site #1 (nzlw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2723 - Malmstrom AF Missile Site R28 Site 1 (2723),"nzru0001 - Malmstrom Radio Relay Annex #1, Site #1 (nzru0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2724 - Malmstrom AF Missile Site R29 Site 1 (2724),"nzrv0001 - Malmstrom Radio Relay Annex #2, Site #1 (nzrv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2725 - Malmstrom AF Missile Site R30 Site 1 (2725),"nzrw0001 - Malmstrom Radio Relay Annex #3, Site #1 (nzrw0001)",,,
